Date;Open Price;High Price;Low Price;Close Price;WAP;No.of Shares;No. of Trades;Total Turnover (Rs.);Deliverable Quantity;% Deli. Qty to Traded Qty;Spread High-Low;Spread Close-Open
18-May-18;829.30;833.40;788.00;792.65;808.561.093.454.498.000.000;458437;10333;370674322.00;86095;18.78;45.40;-36.65
17-May-18;783.00;846.00;775.15;823.35;812.048.531.407.099.000.000;1329572;25974;1079676990.00;200491;15.08;70.85;40.35
16-May-18;745.00;778.00;742.00;772.40;764.161.252.285.592.000.000;502058;10677;383653270.00;100728;20.06;36.00;27.40
15-May-18;744.00;763.80;742.75;750.30;753.157.480.459.208.000.000;327520;8099;246674138.00;55193;16.85;21.05;6.30
14-May-18;761.00;773.75;740.20;743.95;755.830.059.393.508.000.000;726342;15302;548991117.00;108157;14.89;33.55;-17.05
11-May-18;748.00;768.90;711.00;731.30;748.181.411.231.149.000.000;527426;11683;394610329.00;112098;21.25;57.90;-16.70
10-May-18;779.95;795.00;740.00;745.80;767.524.619.227.870.000.000;734954;16143;564095289.00;177884;24.20;55.00;-34.15
09-May-18;734.95;784.70;726.00;775.75;764.865.280.807.540.000.000;800851;17907;612543125.00;145096;18.12;58.70;40.80
08-May-18;733.10;745.00;720.00;732.95;733.981.657.360.243.000.000;265229;6378;194673221.00;64843;24.45;25.00;-0.15
07-May-18;715.00;729.45;706.55;726.00;722.413.373.300.015.000.000;184487;4609;133275876.00;49606;26.89;22.90;11.00
04-May-18;697.00;717.55;697.00;712.45;712.289.420.690.301.000.000;170824;4158;121676128.00;42539;24.90;20.55;15.45
03-May-18;704.00;711.75;693.00;697.00;700.351.711.011.601.000.000;126621;3341;88679234.00;33585;26.52;18.75;-7.00
02-May-18;700.00;724.25;691.50;711.60;711.483.108.313.568.000.000;328860;10314;233978335.00;73646;22.39;32.75;11.60
30-Apr-18;690.00;703.00;683.00;696.55;694.132.969.527.717.000.000;210552;6234;146151085.00;52202;24.79;20.00;6.55
27-Apr-18;663.00;695.00;663.00;681.85;686.138.851.241.319.000.000;190362;5141;130614764.00;35650;18.73;32.00;18.85
26-Apr-18;675.15;684.30;665.00;669.65;671.181.350.850.645.000.000;141422;3985;94919809.00;39044;27.61;19.30;-5.50
25-Apr-18;680.00;701.60;673.30;678.80;688.251.154.309.763.000.000;195788;5097;134751317.00;42139;21.52;28.30;-1.20
24-Apr-18;700.00;702.70;680.60;683.20;688.830.407.436.409.000.000;118767;3816;81810321.00;36201;30.48;22.10;-16.80
23-Apr-18;712.45;718.75;695.15;699.55;706.441.956.689.868.000.000;206880;4573;146148712.00;55734;26.94;23.60;-12.90
20-Apr-18;667.00;711.40;646.00;705.60;684.919.123.673.659.000.000;586859;11970;401950952.00;88172;15.02;65.40;38.60
19-Apr-18;692.50;697.95;615.90;664.75;661.219.090.893.042.000.000;736393;17618;486917110.00;125314;17.02;82.05;-27.75
18-Apr-18;705.00;709.90;687.10;695.90;701.483.312.887.295.000.000;190746;4457;133805136.00;41336;21.67;22.80;-9.10
17-Apr-18;708.10;711.00;700.30;701.50;704.054.161.712.247.000.000;134560;3515;94737528.00;34492;25.63;10.70;-6.60
16-Apr-18;700.00;714.80;695.00;706.00;707.368.260.315.887.000.000;173543;3447;122758810.00;41486;23.91;19.80;6.00
13-Apr-18;705.00;717.60;698.00;700.60;707.610.888.730.392.000.000;206103;6133;145840727.00;60225;29.22;19.60;-4.40
12-Apr-18;707.00;718.55;700.10;703.00;707.837.259.083.943.000.000;256469;6642;181538314.00;56368;21.98;18.45;-4.00
11-Apr-18;706.05;721.90;700.55;706.50;711.219.371.029.168.000.000;226338;5842;160975970.00;45507;20.11;21.35;0.45
10-Apr-18;720.00;724.00;700.90;704.95;710.634.875.328.875.000.000;165716;4614;117763569.00;44634;26.93;23.10;-15.05
09-Apr-18;730.00;734.65;705.15;707.55;715.942.108.159.094.000.000;254440;9294;182164310.00;75074;29.51;29.50;-22.45
06-Apr-18;713.90;751.65;707.90;720.45;727.222.618.174.195.000.000;562919;15171;409367429.00;108909;19.35;43.75;6.55
05-Apr-18;700.00;720.00;686.00;698.60;701.142.511.148.028.000.000;571850;14026;400948345.00;130526;22.83;34.00;-1.40
04-Apr-18;766.00;771.85;721.55;721.55;744.508.779.859.840.000.000;276542;6249;205887947.00;123271;44.58;50.30;-44.45
03-Apr-18;773.00;783.95;750.35;759.50;763.427.024.730.426.000.000;341280;8635;260542375.00;89642;26.27;33.60;-13.50
02-Apr-18;734.70;762.75;734.70;762.75;754.513.246.931.987.000.000;261570;4895;197358030.00;108173;41.36;28.05;28.05
28-Mar-18;744.00;747.00;722.00;726.45;734.104.706.228.302.000.000;227847;5329;167263555.00;58577;25.71;25.00;-17.55
27-Mar-18;736.00;761.50;735.00;755.40;748.293.654.157.219.000.000;283146;6030;211876355.00;58095;20.52;26.50;19.40
26-Mar-18;740.00;757.05;720.55;727.95;735.423.318.534.730.000.000;288766;6693;212365250.00;54776;18.97;36.50;-12.05
23-Mar-18;699.00;752.05;695.00;739.75;724.871.575.156.684.000.000;433195;10224;314010742.00;69831;16.12;57.05;40.75
22-Mar-18;758.55;762.85;724.00;727.20;736.234.384.454.783.000.000;249543;6178;183722137.00;42714;17.12;38.85;-31.35
21-Mar-18;760.00;773.80;740.00;758.55;759.519.736.822.303.000.000;332247;7854;252348154.00;56569;17.03;33.80;-1.45
20-Mar-18;779.90;791.10;757.10;757.10;772.335.417.167.588.000.000;266176;6524;205577152.00;71914;27.02;34.00;-22.80
19-Mar-18;814.00;820.45;755.45;796.90;796.193.407.732.278.000.000;903149;16883;719081280.00;147475;16.33;65.00;-17.10
16-Mar-18;768.00;790.25;760.35;781.40;777.646.676.449.971.000.000;594891;11140;462615009.00;102928;17.30;29.90;13.40
15-Mar-18;717.00;752.65;717.00;752.65;742.933.801.460.843.000.000;336518;6166;250010597.00;71204;21.16;35.65;35.65
14-Mar-18;716.20;738.00;710.10;716.85;721.944.136.116.849.000.000;315141;7916;227514197.00;68036;21.59;27.90;0.65
13-Mar-18;678.00;708.85;670.85;708.85;703.929.794.369.429.000.000;521226;6788;366906511.00;156432;30.01;38.00;30.85
12-Mar-18;655.00;676.55;650.00;675.10;661.056.107.942.690.000.000;179725;3703;118808309.00;57405;31.94;26.55;20.10
09-Mar-18;663.90;668.50;641.45;644.35;651.394.562.655.184.000.000;159085;3451;103627104.00;30303;19.05;27.05;-19.55
08-Mar-18;668.50;674.95;622.75;653.85;648.020.452.577.043.000.000;317515;8260;205756214.00;48390;15.24;52.20;-14.65
07-Mar-18;674.85;674.85;647.90;653.55;661.184.454.571.137.000.000;162826;4050;107658020.00;31304;19.23;26.95;-21.30
06-Mar-18;673.00;690.00;669.65;675.65;681.786.642.445.975.000.000;211940;6033;144497861.00;57536;27.15;20.35;2.65
05-Mar-18;692.00;692.00;658.20;658.65;664.666.566.406.914.000.000;252677;5463;167945954.00;92507;36.61;33.80;-33.35
01-Mar-18;707.55;707.55;685.95;692.80;702.018.710.947.117.000.000;580783;8822;407720533.00;154399;26.58;21.60;-14.75
28-Feb-18;651.00;673.90;647.00;673.90;668.199.096.366.251.000.000;171751;2338;114763863.00;56950;33.16;26.90;22.90
27-Feb-18;623.00;641.85;618.95;641.85;639.128.042.420.343.000.000;275151;3388;175856720.00;61768;22.45;22.90;18.85
26-Feb-18;622.95;631.20;605.00;611.30;616.018.729.205.928.000.000;171924;3927;105908404.00;60289;35.07;26.20;-11.65
23-Feb-18;607.40;631.80;600.70;620.95;619.589.555.608.680.000.000;301176;6189;186605504.00;63772;21.17;31.10;13.55
22-Feb-18;627.90;631.65;607.15;607.30;615.276.221.927.545.000.000;353683;7577;217612740.00;82753;23.40;24.50;-20.60
21-Feb-18;670.00;670.00;639.10;639.10;644.834.772.249.268.000.000;135982;2843;87685922.00;50178;36.90;30.90;-30.90
20-Feb-18;696.50;696.50;672.70;672.70;682.612.556.706.640.000.000;136007;3242;92840086.00;41693;30.66;23.80;-23.80
19-Feb-18;702.00;717.00;670.00;708.10;701.964.928.376.132.000.000;220178;5189;154557234.00;32683;14.84;47.00;6.10
16-Feb-18;738.00;742.65;695.05;701.95;707.224.687.031.785.000.000;161518;4285;114229517.00;31556;19.54;47.60;-36.05
15-Feb-18;753.90;769.80;714.65;722.35;737.194.034.567.560.000.000;174036;4688;128298301.00;45474;26.13;55.15;-31.55
14-Feb-18;772.00;785.00;745.00;749.45;763.860.889.035.965.000.000;323339;6986;246986016.00;81473;25.20;40.00;-22.55
12-Feb-18;730.00;749.05;730.00;749.05;745.911.612.921.353.000.000;320307;4948;238920711.00;75057;23.43;19.05;19.05
09-Feb-18;666.00;713.40;652.35;713.40;705.948.239.432.356.000.000;660696;7695;466417178.00;244783;37.05;61.05;47.40
08-Feb-18;650.00;679.45;647.00;679.45;671.929.376.334.602.000.000;172336;2604;115797621.00;76362;44.31;32.45;29.45
07-Feb-18;606.50;649.85;597.00;647.10;630.599.471.448.568.000.000;828680;13574;522565170.00;154305;18.62;52.85;40.60
06-Feb-18;618.95;618.95;618.95;618.95;618.949.851.337.958.000.000;5045;232;3122602.00;5045;100.00;0.00;0.00
05-Feb-18;651.50;651.50;651.50;651.50;651.500.000.000.000.000.000;6270;306;4084905.00;6266;99.94;0.00;0.00
02-Feb-18;686.00;703.90;685.75;685.75;690.582.243.885.236.000.000;79398;2250;54830849.00;30321;38.19;18.15;-0.25
01-Feb-18;766.00;774.70;721.80;721.80;748.794.770.403.072.000.000;325723;7838;243899679.00;85552;26.27;52.90;-44.20
31-Jan-18;809.00;813.65;756.00;759.75;780.137.461.350.691.000.000;307250;7015;239697235.00;83901;27.31;57.65;-49.25
30-Jan-18;811.00;836.90;786.25;794.80;810.616.700.204.477.000.000;615226;16697;498712470.00;134321;21.83;50.65;-16.20
29-Jan-18;802.00;818.90;801.30;806.25;809.065.122.949.091.000.000;165963;3600;134274875.00;46184;27.83;17.60;4.25
25-Jan-18;785.00;807.55;777.10;792.45;794.236.836.268.289.000.000;252474;5424;200524151.00;49343;19.54;30.45;7.45
24-Jan-18;796.55;797.80;774.00;779.85;783.337.249.019.942.000.000;146675;3322;114895991.00;30907;21.07;23.80;-16.70
23-Jan-18;812.40;818.95;790.25;794.55;807.126.885.924.437.000.000;183133;3958;147811568.00;38796;21.18;28.70;-17.85
22-Jan-18;784.00;813.60;781.40;803.20;798.283.659.394.219.000.000;294628;6621;235196718.00;45861;15.57;32.20;19.20
19-Jan-18;757.10;789.00;742.00;780.15;767.184.136.194.089.000.000;313670;8003;240642648.00;46130;14.71;47.00;23.05
18-Jan-18;795.00;815.75;752.40;757.20;787.039.722.339.730.000.000;260030;6796;204653939.00;65068;25.02;63.35;-37.80
17-Jan-18;802.00;821.45;762.55;791.85;791.980.533.142.339.000.000;357428;9120;283076018.00;58057;16.24;58.90;-10.15
16-Jan-18;844.90;846.75;802.35;802.65;819.028.365.686.695.000.000;241912;5395;198132790.00;61544;25.44;44.40;-42.25
15-Jan-18;859.00;860.90;833.00;844.55;850.081.396.452.423.000.000;200193;4134;170180345.00;42088;21.02;27.90;-14.45
12-Jan-18;850.00;862.85;835.00;850.95;851.241.772.849.056.000.000;241487;5154;205563822.00;44795;18.55;27.85;0.95
11-Jan-18;838.85;864.00;838.00;846.05;852.497.304.407.302.000.000;285095;7033;243042719.00;79096;27.74;26.00;7.20
10-Jan-18;858.40;862.70;829.00;838.85;843.382.102.440.040.000.000;220734;5421;186163105.00;49290;22.33;33.70;-19.55
09-Jan-18;856.80;880.00;841.95;855.50;861.784.193.420.133.000.000;518126;11393;446512797.00;83676;16.15;38.05;-1.30
08-Jan-18;829.20;853.90;829.20;850.25;847.361.547.009.836.000.000;364445;7499;308816679.00;94984;26.06;24.70;21.05
05-Jan-18;829.00;843.55;791.10;813.25;813.745.076.276.342.000.000;504547;13208;410572637.00;93900;18.61;52.45;-15.75
04-Jan-18;882.00;908.00;823.00;825.00;864.286.685.847.795.000.000;1031917;25783;891872124.00;258320;25.03;85.00;-57.00
03-Jan-18;814.00;866.30;807.55;866.30;849.221.921.761.843.000.000;1313170;24206;1115172751.00;185901;14.16;58.75;52.30
02-Jan-18;734.10;797.50;716.00;787.55;765.633.381.116.118.000.000;960597;20302;735465129.00;121873;12.69;81.50;53.45
01-Jan-18;713.90;744.75;713.90;725.00;730.982.496.128.181.000.000;399683;8345;292161277.00;64233;16.07;30.85;11.10
29-Dec-17;685.00;724.30;680.80;709.60;706.803.626.732.204.000.000;602195;12255;425633610.00;110120;18.29;43.50;24.60
28-Dec-17;675.00;685.05;668.10;678.70;677.941.169.205.655.000.000;186229;4137;126252306.00;40753;21.88;16.95;3.70
27-Dec-17;674.00;690.50;666.20;670.00;677.980.635.957.968.000.000;306341;6054;207693266.00;61142;19.96;24.30;-4.00
26-Dec-17;668.00;686.90;649.20;675.40;672.273.084.814.713.000.000;562426;9623;378103862.00;107948;19.19;37.70;7.40
22-Dec-17;641.00;669.00;641.00;662.70;656.770.758.580.466.000.000;315484;6288;207200666.00;53630;17.00;28.00;21.70
21-Dec-17;640.00;650.75;628.65;639.00;640.857.707.172.152.000.000;152144;3557;97502655.00;32530;21.38;22.10;-1.00
20-Dec-17;663.40;664.85;637.00;640.05;650.948.545.252.758.000.000;183812;4396;119652154.00;45506;24.76;27.85;-23.35
19-Dec-17;663.90;668.70;656.10;658.85;662.508.076.925.138.000.000;186519;3545;123570344.00;38820;20.81;12.60;-5.05
18-Dec-17;655.00;683.15;611.45;659.80;659.038.874.698.400.000.000;537136;10831;353993505.00;78988;14.71;71.70;4.80
15-Dec-17;643.70;681.70;639.95;665.00;660.738.044.516.622.000.000;418720;9641;276664234.00;87652;20.93;41.75;21.30
14-Dec-17;637.75;643.90;619.95;633.40;630.261.607.908.852.000.000;249442;4148;157213716.00;24884;9.98;23.95;-4.35
13-Dec-17;657.50;659.10;628.00;631.70;643.380.436.691.802.000.000;330210;6445;212450654.00;50992;15.44;31.10;-25.80
12-Dec-17;638.00;663.85;630.00;653.50;650.803.598.223.590.000.000;462506;9747;301000569.00;53519;11.57;33.85;15.50
11-Dec-17;664.00;683.10;609.60;633.90;645.069.890.529.931.000.000;567187;13219;365875256.00;91775;16.18;73.50;-30.10
08-Dec-17;635.70;675.00;635.00;658.85;661.812.031.077.800.000.000;509946;11070;337488398.00;90972;17.84;40.00;23.15
07-Dec-17;594.00;636.75;590.00;630.55;618.383.989.901.797.000.000;557723;11555;344886974.00;107498;19.27;46.75;36.55
06-Dec-17;585.10;604.35;574.05;584.95;593.148.312.873.713.000.000;283974;5994;168438699.00;50003;17.61;30.30;-0.15
05-Dec-17;546.00;580.65;535.00;580.65;568.450.780.170.151.000.000;270582;5535;153812549.00;48935;18.09;45.65;34.65
04-Dec-17;587.90;591.15;552.25;553.00;564.217.240.912.577.000.000;199479;3461;112549491.00;88335;44.28;38.90;-34.90
01-Dec-17;593.50;607.30;578.05;581.30;591.905.582.014.550.000.000;106664;2136;63135017.00;22157;20.77;29.25;-12.20
30-Nov-17;601.00;606.90;590.60;596.70;598.630.620.968.247.000.000;127736;2462;76466681.00;24487;19.17;16.30;-4.30
29-Nov-17;593.70;612.00;586.15;600.40;604.447.687.803.844.000.000;377455;6990;228151802.00;77204;20.45;25.85;6.70
28-Nov-17;578.90;595.00;578.10;587.65;589.591.883.157.412.000.000;144194;2596;85015612.00;47690;33.07;16.90;8.75
27-Nov-17;584.00;594.05;562.45;584.25;582.949.728.000.245.000.000;260662;4929;151952842.00;59574;22.85;31.60;0.25
24-Nov-17;598.00;607.00;574.50;579.90;587.076.773.280.348.000.000;227488;4684;133552921.00;57534;25.29;32.50;-18.10
23-Nov-17;588.70;606.60;580.75;595.35;596.469.431.041.740.000.000;432334;8081;257874015.00;93355;21.59;25.85;6.65
22-Nov-17;546.00;580.00;530.50;580.00;556.188.414.024.707.000.000;750390;11726;417358224.00;152270;20.29;49.50;34.00
21-Nov-17;574.00;595.15;552.00;552.40;569.468.511.674.409.000.000;379077;6693;215872415.00;112887;29.78;43.15;-21.60
20-Nov-17;601.95;609.95;577.10;580.90;589.446.740.866.818.000.000;382479;8127;225451000.00;69785;18.25;32.85;-21.05
17-Nov-17;639.00;656.95;601.40;602.20;620.688.819.713.704.000.000;490542;10416;304473935.00;135572;27.64;55.55;-36.80
16-Nov-17;583.30;640.70;579.70;633.05;619.394.040.070.188.000.000;1047462;19040;648791720.00;212067;20.25;61.00;49.75
15-Nov-17;610.20;623.35;610.20;610.20;612.649.747.909.842.000.000;440517;4873;269882629.00;114989;26.10;13.15;0.00
14-Nov-17;642.30;648.15;617.55;642.30;641.879.744.224.422.000.000;373296;6261;239611141.00;170637;45.71;30.60;0.00
13-Nov-17;587.00;617.30;587.00;617.30;612.121.100.680.346.000.000;201221;2646;123171620.00;129479;64.35;30.30;30.30
10-Nov-17;595.00;607.00;577.20;587.95;593.596.444.413.773.000.000;260829;6092;154827167.00;56762;21.76;29.80;-7.05
09-Nov-17;582.00;607.70;555.30;597.05;584.933.339.862.687.000.000;510515;11309;298617244.00;91765;17.97;52.40;15.05
08-Nov-17;621.85;629.95;584.50;584.50;599.704.758.222.020.000.000;356877;6780;214020835.00;123683;34.66;45.45;-37.35
07-Nov-17;633.95;633.95;591.75;615.25;621.791.195.698.473.000.000;809945;12935;503616670.00;219831;27.14;42.20;-18.70
06-Nov-17;596.90;603.80;594.00;603.80;601.984.904.735.740.000.000;134678;1389;81074123.00;54451;40.43;9.80;6.90
03-Nov-17;572.40;575.05;563.20;575.05;572.995.930.333.923.000.000;217954;1660;124886755.00;43934;20.16;11.85;2.65
02-Nov-17;541.00;547.70;526.00;547.70;538.511.795.523.383.000.000;447034;7156;240733082.00;130220;29.13;21.70;6.70
01-Nov-17;515.00;521.65;515.00;521.65;520.019.303.773.571.000.000;291342;3004;151503464.00;91378;31.36;6.65;6.65
31-Oct-17;488.00;496.85;485.00;496.85;494.782.453.168.613.000.000;491177;4816;243025761.00;119946;24.42;11.85;8.85
30-Oct-17;453.50;473.20;453.50;473.20;465.161.319.828.083.000.000;384838;6264;179011752.00;157129;40.83;19.70;19.70
27-Oct-17;445.00;461.00;441.25;450.70;452.559.916.333.822.000.000;465182;7535;210522727.00;130631;28.08;19.75;5.70
26-Oct-17;442.25;452.00;436.90;440.90;444.401.081.205.429.000.000;165186;2924;73408837.00;56360;34.12;15.10;-1.35
25-Oct-17;453.00;455.00;440.00;443.30;447.161.155.663.561.000.000;185175;3039;82803067.00;62952;34.00;15.00;-9.70
24-Oct-17;460.00;462.75;446.00;447.75;454.023.299.572.310.000.000;358204;5763;162632962.00;111359;31.09;16.75;-12.25
23-Oct-17;455.10;471.80;433.75;454.25;454.612.990.853.159.000.000;1068675;17820;485833538.00;266781;24.96;38.05;-0.85
19-Oct-17;456.80;460.20;446.25;450.40;454.722.960.186.330.000.000;109912;1708;49979510.00;40416;36.77;13.95;-6.40
18-Oct-17;440.80;460.95;432.45;455.35;454.971.935.585.308.000.000;963569;11303;438396853.00;135778;14.09;28.50;14.55
17-Oct-17;452.10;454.55;437.10;439.00;444.483.489.739.419.000.000;253933;4601;112869026.00;76735;30.22;17.45;-13.10
16-Oct-17;460.10;463.95;445.00;451.35;453.385.013.450.344.000.000;233823;4471;106011844.00;55379;23.68;18.95;-8.75
13-Oct-17;451.00;464.00;443.20;457.40;457.440.836.140.882.000.000;560097;10248;256211240.00;106434;19.00;20.80;6.40
12-Oct-17;445.80;455.75;429.00;448.05;441.540.312.254.795.000.000;584971;10125;258288278.00;114104;19.51;26.75;2.25
11-Oct-17;469.00;474.65;441.70;442.90;451.631.556.145.979.000.000;625539;10285;282513152.00;165282;26.42;32.95;-26.10
10-Oct-17;474.95;480.00;454.00;464.90;466.638.044.570.295.000.000;603182;11981;281467669.00;124356;20.62;26.00;-10.05
09-Oct-17;470.00;492.00;451.25;462.55;478.013.751.660.980.000.000;877494;14471;419454199.00;304183;34.66;40.75;-7.45
06-Oct-17;484.00;486.90;465.00;470.55;475.765.732.129.998.000.000;713794;13331;339598725.00;164150;23.00;21.90;-13.45
05-Oct-17;470.00;491.00;455.00;476.35;475.711.909.905.462.000.000;1442396;27759;686164956.00;301369;20.89;36.00;6.35
04-Oct-17;423.00;448.95;421.15;448.95;440.705.377.579.981.000.000;1019678;15506;449377578.00;147836;14.50;27.80;25.95
03-Oct-17;379.00;408.15;377.00;408.15;396.257.683.292.928.000.000;820449;12444;325109220.00;138501;16.88;31.15;29.15
29-Sep-17;367.25;378.00;367.25;371.05;371.891.397.939.525.000.000;298475;5716;111000285.00;84045;28.16;10.75;3.80
28-Sep-17;360.00;367.90;351.60;361.40;360.828.613.414.301.000.000;411024;7177;148309220.00;65659;15.97;16.30;1.40
27-Sep-17;369.90;384.60;345.75;356.95;365.286.944.663.470.000.000;1036151;18247;378492433.00;181291;17.50;38.85;-12.95
26-Sep-17;327.00;363.05;324.60;362.05;351.194.965.188.575.000.000;848572;12870;298014214.00;81824;9.64;38.45;35.05
25-Sep-17;353.00;354.95;317.30;330.05;330.770.099.003.148.000.000;615839;9575;203701127.00;192331;31.23;37.65;-22.95
22-Sep-17;375.00;375.30;350.25;352.55;362.089.541.385.390.000.000;650459;10606;235524401.00;188016;28.91;25.05;-22.45
21-Sep-17;377.95;386.60;360.70;379.20;374.214.341.576.004.000.000;892510;14416;333990042.00;184353;20.66;25.90;1.25
20-Sep-17;376.40;387.95;361.15;377.70;375.111.125.511.922.000.000;941305;16279;353093978.00;137437;14.60;26.80;1.30
19-Sep-17;374.70;387.30;369.00;371.50;375.844.173.973.777.000.000;1105316;15525;415426579.00;190958;17.28;18.30;-3.20
18-Sep-17;332.00;382.30;332.00;365.55;361.359.741.594.986.000.000;3240804;43138;1171096096.00;345728;10.67;50.30;33.55
15-Sep-17;270.50;324.50;270.00;324.50;303.314.758.510.936.000.000;2443092;31324;741025860.00;310608;12.71;54.50;54.00
14-Sep-17;260.00;275.00;260.00;270.45;269.492.721.114.760.000.000;876027;13880;236082900.00;246245;28.11;15.00;10.45
13-Sep-17;262.95;263.50;252.00;253.80;258.204.345.821.461.000.000;169174;2051;43681462.00;90933;53.75;11.50;-9.15
12-Sep-17;264.00;267.00;260.00;261.25;263.123.152.219.820.000.000;120753;1586;31772910.00;20889;17.30;7.00;-2.75
11-Sep-17;261.80;264.75;260.65;261.50;262.733.708.968.148.000.000;125299;1513;32920271.00;41947;33.48;4.10;-0.30
08-Sep-17;265.00;266.70;257.00;258.40;262.090.143.111.186.000.000;236180;5641;61900450.00;97134;41.13;9.70;-6.60
07-Sep-17;268.90;272.85;261.50;263.45;268.511.080.413.521.000.000;290287;3204;77945276.00;92333;31.81;11.35;-5.45
06-Sep-17;263.00;267.90;260.00;266.60;264.499.004.314.018.000.000;268659;4792;71060038.00;71605;26.65;7.90;3.60
05-Sep-17;263.90;269.90;260.00;263.45;266.080.104.914.591.000.000;739268;9223;196704507.00;283517;38.35;9.90;-0.45
04-Sep-17;265.50;266.00;252.50;259.95;258.526.681.844.740.000.000;248165;3467;64157274.00;57501;23.17;13.50;-5.55
01-Sep-17;264.45;266.45;260.90;264.45;263.769.319.263.523.000.000;196449;2946;51817219.00;54655;27.82;5.55;0.00
31-Aug-17;269.40;269.40;258.80;261.45;263.129.490.460.761.000.000;282098;3693;74228303.00;;;10.60;-7.95
30-Aug-17;256.10;269.45;256.10;267.20;263.875.906.896.835.000.000;644919;7861;170178586.00;194257;30.12;13.35;11.10
29-Aug-17;255.15;263.70;252.30;253.25;257.009.679.903.200.000.000;427277;7283;109814325.00;123422;28.89;11.40;-1.90
28-Aug-17;255.90;258.00;251.75;255.20;254.886.510.275.537.000.000;277893;3552;70831177.00;55197;19.86;6.25;-0.70
24-Aug-17;260.00;260.80;252.75;253.85;256.273.473.707.664.000.000;179520;2955;46006214.00;52933;29.49;8.05;-6.15
23-Aug-17;261.00;262.00;254.15;257.90;258.522.104.883.112.000.000;110790;1883;28641664.00;25138;22.69;7.85;-3.10
22-Aug-17;256.90;261.60;240.90;257.35;253.925.345.206.781.000.000;204153;3369;51839621.00;42135;20.64;20.70;0.45
